,2theta,multiplicity,indices,?
58,79.81679956554122,96.0,"[(8, 2, 1), (8, 2, -1), (8, 1, 2), (8, 1, -2), (8, -1, 2), (8, -1, -2), (8, -2, 1), (8, -2, -1), (7, 4, 2), (7, 4, -2), (7, 2, 4), (7, 2, -4), (7, -2, 4), (7, -2, -4), (7, -4, 2), (7, -4, -2), (4, 7, 2), (4, 7, -2), (4, 2, 7), (4, 2, -7), (4, -2, 7), (4, -2, -7), (4, -7, 2), (4, -7, -2), (2, 8, 1), (2, 8, -1), (2, 7, 4), (2, 7, -4), (2, 4, 7), (2, 4, -7), (2, 1, 8), (2, 1, -8), (2, -1, 8), (2, -1, -8), (2, -4, 7), (2, -4, -7), (2, -7, 4), (2, -7, -4), (2, -8, 1), (2, -8, -1), (1, 8, 2), (1, 8, -2), (1, 2, 8), (1, 2, -8), (1, -2, 8), (1, -2, -8), (1, -8, 2), (1, -8, -2), (-1, 8, 2), (-1, 8, -2), (-1, 2, 8), (-1, 2, -8), (-1, -2, 8), (-1, -2, -8), (-1, -8, 2), (-1, -8, -2), (-2, 8, 1), (-2, 8, -1), (-2, 7, 4), (-2, 7, -4), (-2, 4, 7), (-2, 4, -7), (-2, 1, 8), (-2, 1, -8), (-2, -1, 8), (-2, -1, -8), (-2, -4, 7), (-2, -4, -7), (-2, -7, 4), (-2, -7, -4), (-2, -8, 1), (-2, -8, -1), (-4, 7, 2), (-4, 7, -2), (-4, 2, 7), (-4, 2, -7), (-4, -2, 7), (-4, -2, -7), (-4, -7, 2), (-4, -7, -2), (-7, 4, 2), (-7, 4, -2), (-7, 2, 4), (-7, 2, -4), (-7, -2, 4), (-7, -2, -4), (-7, -4, 2), (-7, -4, -2), (-8, 2, 1), (-8, 2, -1), (-8, 1, 2), (-8, 1, -2), (-8, -1, 2), (-8, -1, -2), (-8, -2, 1), (-8, -2, -1)]",1.203858530857692
59,80.51056902996076,48.0,"[(6, -3, -5), (5, 3, 6), (5, -3, 6), (5, -3, -6), (3, 5, 6), (3, -5, 6), (-3, 5, -6), (-3, -5, -6), (-5, 3, 6), (-5, 3, -6), (-5, -3, -6), (-6, 3, 5), (6, 5, 3), (6, 5, -3), (6, 3, 5), (6, 3, -5), (6, -3, 5), (6, -5, 3), (6, -5, -3), (5, 6, 3), (5, 6, -3), (5, 3, -6), (5, -6, 3), (5, -6, -3), (3, 6, 5), (3, 6, -5), (3, 5, -6), (3, -5, -6), (3, -6, 5), (3, -6, -5), (-3, 6, 5), (-3, 6, -5), (-3, 5, 6), (-3, -5, 6), (-3, -6, 5), (-3, -6, -5), (-5, 6, 3), (-5, 6, -3), (-5, -3, 6), (-5, -6, 3), (-5, -6, -3), (-6, 5, 3), (-6, 5, -3), (-6, 3, -5), (-6, -3, 5), (-6, -3, -5), (-6, -5, 3), (-6, -5, -3)]",1.1952286093343936
60,81.89401265124648,36.0,"[(8, 2, 2), (8, 2, -2), (8, -2, 2), (8, -2, -2), (6, 6, 0), (6, 0, 6), (6, 0, -6), (6, -6, 0), (2, 8, 2), (2, 8, -2), (2, 2, 8), (2, 2, -8), (2, -2, 8), (2, -2, -8), (2, -8, 2), (2, -8, -2), (0, 6, 6), (0, 6, -6), (0, -6, 6), (0, -6, -6), (-2, 8, 2), (-2, 8, -2), (-2, 2, 8), (-2, 2, -8), (-2, -2, 8), (-2, -2, -8), (-2, -8, 2), (-2, -8, -2), (-6, 6, 0), (-6, 0, 6), (-6, 0, -6), (-6, -6, 0), (-8, 2, 2), (-8, 2, -2), (-8, -2, 2), (-8, -2, -2)]",1.178511301977579
61,82.58390300230818,48.0,"[(8, 3, 0), (8, 0, 3), (8, 0, -3), (8, -3, 0), (6, 6, 1), (6, 6, -1), (6, 1, 6), (6, 1, -6), (6, -1, 6), (6, -1, -6), (6, -6, 1), (6, -6, -1), (3, 8, 0), (3, 0, 8), (3, 0, -8), (3, -8, 0), (1, 6, 6), (1, 6, -6), (1, -6, 6), (1, -6, -6), (0, 8, 3), (0, 8, -3), (0, 3, 8), (0, 3, -8), (0, -3, 8), (0, -3, -8), (0, -8, 3), (0, -8, -3), (-1, 6, 6), (-1, 6, -6), (-1, -6, 6), (-1, -6, -6), (-3, 8, 0), (-3, 0, 8), (-3, 0, -8), (-3, -8, 0), (-6, 6, 1), (-6, 6, -1), (-6, 1, 6), (-6, 1, -6), (-6, -1, 6), (-6, -1, -6), (-6, -6, 1), (-6, -6, -1), (-8, 3, 0), (-8, 0, 3), (-8, 0, -3), (-8, -3, 0)]",1.1704114719613055
62,83.27271373147933,120.0,"[(5, 0, 7), (0, 5, 7), (0, -5, -7), (-5, 0, -7), (8, 3, 1), (8, 3, -1), (8, 1, 3), (8, 1, -3), (8, -1, 3), (8, -1, -3), (8, -3, 1), (8, -3, -1), (7, 5, 0), (7, 4, 3), (7, 4, -3), (7, 3, 4), (7, 3, -4), (7, 0, 5), (7, 0, -5), (7, -3, 4), (7, -3, -4), (7, -4, 3), (7, -4, -3), (7, -5, 0), (5, 7, 0), (5, 0, -7), (5, -7, 0), (4, 7, 3), (4, 7, -3), (4, 3, 7), (4, 3, -7), (4, -3, 7), (4, -3, -7), (4, -7, 3), (4, -7, -3), (3, 8, 1), (3, 8, -1), (3, 7, 4), (3, 7, -4), (3, 4, 7), (3, 4, -7), (3, 1, 8), (3, 1, -8), (3, -1, 8), (3, -1, -8), (3, -4, 7), (3, -4, -7), (3, -7, 4), (3, -7, -4), (3, -8, 1), (3, -8, -1), (1, 8, 3), (1, 8, -3), (1, 3, 8), (1, 3, -8), (1, -3, 8), (1, -3, -8), (1, -8, 3), (1, -8, -3), (0, 7, 5), (0, 7, -5), (0, 5, -7), (0, -5, 7), (0, -7, 5), (0, -7, -5), (-1, 8, 3), (-1, 8, -3), (-1, 3, 8), (-1, 3, -8), (-1, -3, 8), (-1, -3, -8), (-1, -8, 3), (-1, -8, -3), (-3, 8, 1), (-3, 8, -1), (-3, 7, 4), (-3, 7, -4), (-3, 4, 7), (-3, 4, -7), (-3, 1, 8), (-3, 1, -8), (-3, -1, 8), (-3, -1, -8), (-3, -4, 7), (-3, -4, -7), (-3, -7, 4), (-3, -7, -4), (-3, -8, 1), (-3, -8, -1), (-4, 7, 3), (-4, 7, -3), (-4, 3, 7), (-4, 3, -7), (-4, -3, 7), (-4, -3, -7), (-4, -7, 3), (-4, -7, -3), (-5, 7, 0), (-5, 0, 7), (-5, -7, 0), (-7, 5, 0), (-7, 4, 3), (-7, 4, -3), (-7, 3, 4), (-7, 3, -4), (-7, 0, 5), (-7, 0, -5), (-7, -3, 4), (-7, -3, -4), (-7, -4, 3), (-7, -4, -3), (-7, -5, 0), (-8, 3, 1), (-8, 3, -1), (-8, 1, 3), (-8, 1, -3), (-8, -1, 3), (-8, -1, -3), (-8, -3, 1), (-8, -3, -1)]",1.162476387438193
63,83.96054900461765,56.0,"[(5, 5, 5), (5, 5, -5), (5, 1, 7), (5, -1, 7), (5, -5, 5), (5, -5, -5), (1, 5, 7), (1, -5, -7), (-1, 5, 7), (-1, -5, -7), (-5, 5, 5), (-5, 5, -5), (-5, 1, -7), (-5, -1, -7), (-5, -5, 5), (-5, -5, -5), (7, 5, 1), (7, 5, -1), (7, 1, 5), (7, 1, -5), (7, -1, 5), (7, -1, -5), (7, -5, 1), (7, -5, -1), (5, 7, 1), (5, 7, -1), (5, 1, -7), (5, -1, -7), (5, -7, 1), (5, -7, -1), (1, 7, 5), (1, 7, -5), (1, 5, -7), (1, -5, 7), (1, -7, 5), (1, -7, -5), (-1, 7, 5), (-1, 7, -5), (-1, 5, -7), (-1, -5, 7), (-1, -7, 5), (-1, -7, -5), (-5, 7, 1), (-5, 7, -1), (-5, 1, 7), (-5, -1, 7), (-5, -7, 1), (-5, -7, -1), (-7, 5, 1), (-7, 5, -1), (-7, 1, 5), (-7, 1, -5), (-7, -1, 5), (-7, -1, -5), (-7, -5, 1), (-7, -5, -1)]",1.1547005383792517
64,84.64751169055764,24.0,"[(6, 6, 2), (6, 6, -2), (6, 2, 6), (6, 2, -6), (6, -2, 6), (6, -2, -6), (6, -6, 2), (6, -6, -2), (2, 6, 6), (2, 6, -6), (2, -6, 6), (2, -6, -6), (-2, 6, 6), (-2, 6, -6), (-2, -6, 6), (-2, -6, -6), (-6, 6, 2), (-6, 6, -2), (-6, 2, 6), (-6, 2, -6), (-6, -2, 6), (-6, -2, -6), (-6, -6, 2), (-6, -6, -2)]",1.1470786693528086
65,85.33370350613656,96.0,"[(8, -2, -3), (8, -3, 2), (8, -3, -2), (6, 5, 4), (6, 5, -4), (6, 4, 5), (6, -4, 5), (6, -4, -5), (6, -5, 4), (6, -5, -4), (5, 6, 4), (5, 6, -4), (5, 4, 6), (5, -4, 6), (5, -4, -6), (5, -6, 4), (5, -6, -4), (4, 6, 5), (4, 6, -5), (4, 5, 6), (4, 5, -6), (4, -5, 6), (4, -5, -6), (4, -6, 5), (4, -6, -5), (3, 8, 2), (3, 8, -2), (3, 2, 8), (3, -2, 8), (3, -2, -8), (3, -8, 2), (3, -8, -2), (2, 8, 3), (2, 8, -3), (2, 3, 8), (2, 3, -8), (2, -3, 8), (2, -3, -8), (2, -8, 3), (2, -8, -3), (-2, 8, 3), (-2, 8, -3), (-2, 3, 8), (-2, 3, -8), (-2, -3, 8), (-2, -3, -8), (-2, -8, 3), (-2, -8, -3), (-3, 8, 2), (-3, 8, -2), (-3, 2, 8), (-3, 2, -8), (-3, -2, -8), (-3, -8, 2), (-3, -8, -2), (-4, 6, 5), (-4, 6, -5), (-4, 5, 6), (-4, 5, -6), (-4, -5, 6), (-4, -5, -6), (-4, -6, 5), (-4, -6, -5), (-5, 6, 4), (-5, 6, -4), (-5, 4, 6), (-5, 4, -6), (-5, -4, -6), (-5, -6, 4), (-5, -6, -4), (-6, 5, 4), (-6, 5, -4), (-6, 4, 5), (-6, 4, -5), (-6, -4, -5), (-6, -5, 4), (-6, -5, -4), (-8, 3, 2), (-8, 3, -2), (-8, 2, 3), (8, 3, 2), (8, 3, -2), (8, 2, 3), (8, 2, -3), (8, -2, 3), (6, 4, -5), (5, 4, -6), (3, 2, -8), (-3, -2, 8), (-5, -4, 6), (-6, -4, 5), (-8, 2, -3), (-8, -2, 3), (-8, -2, -3), (-8, -3, 2), (-8, -3, -2)]",1.1396057645963795
66,86.01922515693121,48.0,"[(7, -2, -5), (5, 2, 7), (5, -2, 7), (5, -2, -7), (2, 5, 7), (2, -5, 7), (2, -5, -7), (-2, 5, 7), (-2, 5, -7), (-2, -5, -7), (-5, 2, 7), (-5, 2, -7), (-5, -2, -7), (-7, 2, 5), (7, 5, 2), (7, 5, -2), (7, 2, 5), (7, 2, -5), (7, -2, 5), (7, -5, 2), (7, -5, -2), (5, 7, 2), (5, 7, -2), (5, 2, -7), (5, -7, 2), (5, -7, -2), (2, 7, 5), (2, 7, -5), (2, 5, -7), (2, -7, 5), (2, -7, -5), (-2, 7, 5), (-2, 7, -5), (-2, -5, 7), (-2, -7, 5), (-2, -7, -5), (-5, 7, 2), (-5, 7, -2), (-5, -2, 7), (-5, -7, 2), (-5, -7, -2), (-7, 5, 2), (-7, 5, -2), (-7, 2, -5), (-7, -2, 5), (-7, -2, -5), (-7, -5, 2), (-7, -5, -2)]",1.1322770341445958
67,87.38865654901385,24.0,"[(8, -4, 0), (4, 0, 8), (0, 4, 8), (0, -4, -8), (-4, 0, -8), (-8, 4, 0), (8, 4, 0), (8, 0, 4), (8, 0, -4), (4, 8, 0), (4, 0, -8), (4, -8, 0), (0, 8, 4), (0, 8, -4), (0, 4, -8), (0, -4, 8), (0, -8, 4), (0, -8, -4), (-4, 8, 0), (-4, 0, 8), (-4, -8, 0), (-8, 0, 4), (-8, 0, -4), (-8, -4, 0)]",1.118033988749895
68,88.07276386273155,102.0,"[(9, 0, 0), (8, -4, 1), (8, -4, -1), (7, -4, 4), (7, -4, -4), (4, 4, 7), (4, 1, 8), (4, -1, 8), (4, -4, -7), (1, 8, 4), (1, 4, 8), (1, -4, -8), (1, -8, 4), (0, 9, 0), (0, 0, 9), (0, 0, -9), (0, -9, 0), (-1, 8, -4), (-1, 4, 8), (-1, -4, -8), (-1, -8, -4), (-4, 4, 7), (-4, 1, -8), (-4, -1, -8), (-4, -4, -7), (-7, 4, 4), (-7, 4, -4), (-8, 4, 1), (-8, 4, -1), (-9, 0, 0), (8, 4, 1), (8, 4, -1), (8, 1, 4), (8, 1, -4), (8, -1, 4), (8, -1, -4), (7, 4, 4), (7, 4, -4), (6, 6, 3), (6, 6, -3), (6, 3, 6), (6, 3, -6), (6, -3, 6), (6, -3, -6), (6, -6, 3), (6, -6, -3), (4, 8, 1), (4, 8, -1), (4, 7, 4), (4, 7, -4), (4, 4, -7), (4, 1, -8), (4, -1, -8), (4, -4, 7), (4, -7, 4), (4, -7, -4), (4, -8, 1), (4, -8, -1), (3, 6, 6), (3, 6, -6), (3, -6, 6), (3, -6, -6), (1, 8, -4), (1, 4, -8), (1, -4, 8), (1, -8, -4), (-1, 8, 4), (-1, 4, -8), (-1, -4, 8), (-1, -8, 4), (-3, 6, 6), (-3, 6, -6), (-3, -6, 6), (-3, -6, -6), (-4, 8, 1), (-4, 8, -1), (-4, 7, 4), (-4, 7, -4), (-4, 4, -7), (-4, 1, 8), (-4, -1, 8), (-4, -4, 7), (-4, -7, 4), (-4, -7, -4), (-4, -8, 1), (-4, -8, -1), (-6, 6, 3), (-6, 6, -3), (-6, 3, 6), (-6, 3, -6), (-6, -3, 6), (-6, -3, -6), (-6, -6, 3), (-6, -6, -3), (-7, -4, 4), (-7, -4, -4), (-8, 1, 4), (-8, 1, -4), (-8, -1, 4), (-8, -1, -4), (-8, -4, 1), (-8, -4, -1)]",1.1111111111111112
69,88.75659641656367,48.0,"[(9, 1, 0), (9, 0, 1), (9, 0, -1), (9, -1, 0), (8, -3, 3), (8, -3, -3), (3, 8, 3), (3, 8, -3), (3, 3, 8), (3, 3, -8), (3, -3, 8), (3, -3, -8), (3, -8, 3), (3, -8, -3), (1, 9, 0), (1, 0, 9), (1, 0, -9), (1, -9, 0), (0, 9, 1), (0, 9, -1), (0, 1, 9), (0, 1, -9), (0, -1, 9), (0, -1, -9), (0, -9, 1), (0, -9, -1), (-1, 9, 0), (-1, 0, 9), (-1, 0, -9), (-1, -9, 0), (-3, 8, 3), (-3, 8, -3), (-3, 3, 8), (-3, 3, -8), (-3, -3, 8), (-3, -3, -8), (-3, -8, 3), (-3, -8, -3), (-8, 3, 3), (-8, 3, -3), (-9, 1, 0), (-9, 0, 1), (-9, 0, -1), (-9, -1, 0), (8, 3, 3), (8, 3, -3), (-8, -3, 3), (-8, -3, -3)]",1.1043152607484654
70,89.44025185844488,72.0,"[(9, 1, 1), (9, 1, -1), (9, -1, 1), (9, -1, -1), (7, -3, -5), (5, 3, 7), (5, -3, 7), (5, -3, -7), (3, 7, 5), (3, 5, 7), (3, -5, 7), (3, -5, -7), (3, -7, 5), (1, 9, 1), (1, 9, -1), (1, 1, 9), (1, 1, -9), (1, -1, 9), (1, -1, -9), (1, -9, 1), (1, -9, -1), (-1, 9, 1), (-1, 9, -1), (-1, 1, 9), (-1, 1, -9), (-1, -1, 9), (-1, -1, -9), (-1, -9, 1), (-1, -9, -1), (-3, 7, -5), (-3, 5, 7), (-3, 5, -7), (-3, -5, -7), (-3, -7, -5), (-5, 3, 7), (-5, 3, -7), (-5, -3, -7), (-7, 3, 5), (-9, 1, 1), (-9, 1, -1), (-9, -1, 1), (-9, -1, -1), (7, 5, 3), (7, 5, -3), (7, 3, 5), (7, 3, -5), (7, -3, 5), (7, -5, 3), (7, -5, -3), (5, 7, 3), (5, 7, -3), (5, 3, -7), (5, -7, 3), (5, -7, -3), (3, 7, -5), (3, 5, -7), (3, -7, -5), (-3, 7, 5), (-3, -5, 7), (-3, -7, 5), (-5, 7, 3), (-5, 7, -3), (-5, -3, 7), (-5, -7, 3), (-5, -7, -3), (-7, 5, 3), (-7, 5, -3), (-7, 3, -5), (-7, -3, 5), (-7, -3, -5), (-7, -5, 3), (-7, -5, -3)]",1.0976425998969035
71,90.12382760902827,48.0,"[(8, 4, 2), (8, 4, -2), (8, 2, 4), (8, 2, -4), (8, -2, 4), (8, -2, -4), (8, -4, 2), (8, -4, -2), (4, 8, 2), (4, 8, -2), (4, 2, 8), (4, 2, -8), (4, -2, 8), (4, -2, -8), (4, -8, 2), (4, -8, -2), (2, 8, 4), (2, 8, -4), (2, 4, 8), (2, 4, -8), (2, -4, 8), (2, -4, -8), (2, -8, 4), (2, -8, -4), (-2, 8, 4), (-2, 8, -4), (-2, 4, 8), (-2, 4, -8), (-2, -4, 8), (-2, -4, -8), (-2, -8, 4), (-2, -8, -4), (-4, 8, 2), (-4, 8, -2), (-4, 2, 8), (-4, 2, -8), (-4, -2, 8), (-4, -2, -8), (-4, -8, 2), (-4, -8, -2), (-8, 4, 2), (-8, 4, -2), (-8, 2, 4), (-8, 2, -4), (-8, -2, 4), (-8, -2, -4), (-8, -4, 2), (-8, -4, -2)]",1.0910894511799618
72,90.80742098680436,48.0,"[(9, 2, 0), (9, 0, 2), (9, 0, -2), (9, -2, 0), (2, 9, 0), (2, 0, 9), (2, 0, -9), (2, -9, 0), (0, 9, 2), (0, 9, -2), (0, 2, 9), (0, 2, -9), (0, -2, 9), (0, -2, -9), (0, -9, 2), (0, -9, -2), (-2, 9, 0), (-2, 0, 9), (-2, 0, -9), (-2, -9, 0), (-9, 2, 0), (-9, 0, 2), (-9, 0, -2), (-9, -2, 0), (7, 6, 0), (7, 0, 6), (7, 0, -6), (7, -6, 0), (6, 7, 0), (6, 0, 7), (6, 0, -7), (6, -7, 0), (0, 7, 6), (0, 7, -6), (0, 6, 7), (0, 6, -7), (0, -6, 7), (0, -6, -7), (0, -7, 6), (0, -7, -6), (-6, 7, 0), (-6, 0, 7), (-6, 0, -7), (-6, -7, 0), (-7, 6, 0), (-7, 0, 6), (-7, 0, -6), (-7, -6, 0)]",1.0846522890932808
73,91.49112933285588,120.0,"[(6, -5, -5), (5, 5, 6), (5, -5, -6), (2, 1, 9), (2, -1, 9), (1, 2, 9), (1, -2, -9), (-1, 2, 9), (-1, -2, -9), (-2, 1, -9), (-2, -1, -9), (-5, 5, 6), (-5, -5, -6), (-6, 5, 5), (9, 2, 1), (9, 2, -1), (9, 1, 2), (9, 1, -2), (9, -1, 2), (9, -1, -2), (9, -2, 1), (9, -2, -1), (7, 6, 1), (7, 6, -1), (7, 1, 6), (7, 1, -6), (7, -1, 6), (7, -1, -6), (7, -6, 1), (7, -6, -1), (6, 7, 1), (6, 7, -1), (6, 5, 5), (6, 5, -5), (6, 1, 7), (6, 1, -7), (6, -1, 7), (6, -1, -7), (6, -5, 5), (6, -7, 1), (6, -7, -1), (5, 6, 5), (5, 6, -5), (5, 5, -6), (5, -5, 6), (5, -6, 5), (5, -6, -5), (2, 9, 1), (2, 9, -1), (2, 1, -9), (2, -1, -9), (2, -9, 1), (2, -9, -1), (1, 9, 2), (1, 9, -2), (1, 7, 6), (1, 7, -6), (1, 6, 7), (1, 6, -7), (1, 2, -9), (1, -2, 9), (1, -6, 7), (1, -6, -7), (1, -7, 6), (1, -7, -6), (1, -9, 2), (1, -9, -2), (-1, 9, 2), (-1, 9, -2), (-1, 7, 6), (-1, 7, -6), (-1, 6, 7), (-1, 6, -7), (-1, 2, -9), (-1, -2, 9), (-1, -6, 7), (-1, -6, -7), (-1, -7, 6), (-1, -7, -6), (-1, -9, 2), (-1, -9, -2), (-2, 9, 1), (-2, 9, -1), (-2, 1, 9), (-2, -1, 9), (-2, -9, 1), (-2, -9, -1), (-5, 6, 5), (-5, 6, -5), (-5, 5, -6), (-5, -5, 6), (-5, -6, 5), (-5, -6, -5), (-6, 7, 1), (-6, 7, -1), (-6, 5, -5), (-6, 1, 7), (-6, 1, -7), (-6, -1, 7), (-6, -1, -7), (-6, -5, 5), (-6, -5, -5), (-6, -7, 1), (-6, -7, -1), (-7, 6, 1), (-7, 6, -1), (-7, 1, 6), (-7, 1, -6), (-7, -1, 6), (-7, -1, -6), (-7, -6, 1), (-7, -6, -1), (-9, 2, 1), (-9, 2, -1), (-9, 1, 2), (-9, 1, -2), (-9, -1, 2), (-9, -1, -2), (-9, -2, 1), (-9, -2, -1)]",1.0783277320343843
74,92.85928115661484,24.0,"[(6, -4, -6), (-6, 4, 6), (6, 6, 4), (6, 6, -4), (6, 4, 6), (6, 4, -6), (6, -4, 6), (6, -6, 4), (6, -6, -4), (4, 6, 6), (4, 6, -6), (4, -6, 6), (4, -6, -6), (-4, 6, 6), (-4, 6, -6), (-4, -6, 6), (-4, -6, -6), (-6, 6, 4), (-6, 6, -4), (-6, 4, -6), (-6, -4, 6), (-6, -4, -6), (-6, -6, 4), (-6, -6, -4)]",1.0660035817780522
75,93.54392055604349,144.0,"[(5, 0, 8), (4, 3, 8), (3, 4, 8), (2, 2, 9), (2, -2, 9), (2, -2, -9), (0, 5, 8), (0, -5, -8), (-2, 2, 9), (-2, 2, -9), (-2, -2, -9), (-3, -4, -8), (-4, -3, -8), (-5, 0, -8), (9, 2, 2), (9, 2, -2), (9, -2, 2), (9, -2, -2), (8, 5, 0), (8, 4, 3), (8, 4, -3), (8, 3, 4), (8, 3, -4), (8, 0, 5), (8, 0, -5), (8, -3, 4), (8, -3, -4), (8, -4, 3), (8, -4, -3), (8, -5, 0), (7, 6, 2), (7, 6, -2), (7, 2, 6), (7, 2, -6), (7, -2, 6), (7, -2, -6), (7, -6, 2), (7, -6, -2), (6, 7, 2), (6, 7, -2), (6, 2, 7), (6, 2, -7), (6, -2, 7), (6, -2, -7), (6, -7, 2), (6, -7, -2), (5, 8, 0), (5, 0, -8), (5, -8, 0), (4, 8, 3), (4, 8, -3), (4, 3, -8), (4, -3, 8), (4, -3, -8), (4, -8, 3), (4, -8, -3), (3, 8, 4), (3, 8, -4), (3, 4, -8), (3, -4, 8), (3, -4, -8), (3, -8, 4), (3, -8, -4), (2, 9, 2), (2, 9, -2), (2, 7, 6), (2, 7, -6), (2, 6, 7), (2, 6, -7), (2, 2, -9), (2, -6, 7), (2, -6, -7), (2, -7, 6), (2, -7, -6), (2, -9, 2), (2, -9, -2), (0, 8, 5), (0, 8, -5), (0, 5, -8), (0, -5, 8), (0, -8, 5), (0, -8, -5), (-2, 9, 2), (-2, 9, -2), (-2, 7, 6), (-2, 7, -6), (-2, 6, 7), (-2, 6, -7), (-2, -2, 9), (-2, -6, 7), (-2, -6, -7), (-2, -7, 6), (-2, -7, -6), (-2, -9, 2), (-2, -9, -2), (-3, 8, 4), (-3, 8, -4), (-3, 4, 8), (-3, 4, -8), (-3, -4, 8), (-3, -8, 4), (-3, -8, -4), (-4, 8, 3), (-4, 8, -3), (-4, 3, 8), (-4, 3, -8), (-4, -3, 8), (-4, -8, 3), (-4, -8, -3), (-5, 8, 0), (-5, 0, 8), (-5, -8, 0), (-6, 7, 2), (-6, 7, -2), (-6, 2, 7), (-6, 2, -7), (-6, -2, 7), (-6, -2, -7), (-6, -7, 2), (-6, -7, -2), (-7, 6, 2), (-7, 6, -2), (-7, 2, 6), (-7, 2, -6), (-7, -2, 6), (-7, -2, -6), (-7, -6, 2), (-7, -6, -2), (-8, 5, 0), (-8, 4, 3), (-8, 4, -3), (-8, 3, 4), (-8, 3, -4), (-8, 0, 5), (-8, 0, -5), (-8, -3, 4), (-8, -3, -4), (-8, -4, 3), (-8, -4, -3), (-8, -5, 0), (-9, 2, 2), (-9, 2, -2), (-9, -2, 2), (-9, -2, -2)]",1.05999788000636
76,94.22906702129092,120.0,"[(9, -3, 0), (7, -4, -5), (5, 4, 7), (5, 1, 8), (5, -1, 8), (5, -4, 7), (5, -4, -7), (4, 7, 5), (4, 5, 7), (4, -5, 7), (4, -7, 5), (3, 9, 0), (3, 0, 9), (3, -9, 0), (1, 8, 5), (1, 5, 8), (1, -5, -8), (1, -8, 5), (0, 3, 9), (0, -3, -9), (-1, 8, -5), (-1, 5, 8), (-1, -5, -8), (-1, -8, -5), (-3, 9, 0), (-3, 0, -9), (-3, -9, 0), (-4, 7, -5), (-4, 5, -7), (-4, -5, -7), (-4, -7, -5), (-5, 4, 7), (-5, 4, -7), (-5, 1, -8), (-5, -1, -8), (-5, -4, -7), (-7, 4, 5), (-9, 3, 0), (9, 3, 0), (9, 0, 3), (9, 0, -3), (8, 5, 1), (8, 5, -1), (8, 1, 5), (8, 1, -5), (8, -1, 5), (8, -1, -5), (8, -5, 1), (8, -5, -1), (7, 5, 4), (7, 5, -4), (7, 4, 5), (7, 4, -5), (7, -4, 5), (7, -5, 4), (7, -5, -4), (5, 8, 1), (5, 8, -1), (5, 7, 4), (5, 7, -4), (5, 4, -7), (5, 1, -8), (5, -1, -8), (5, -7, 4), (5, -7, -4), (5, -8, 1), (5, -8, -1), (4, 7, -5), (4, 5, -7), (4, -5, -7), (4, -7, -5), (3, 0, -9), (1, 8, -5), (1, 5, -8), (1, -5, 8), (1, -8, -5), (0, 9, 3), (0, 9, -3), (0, 3, -9), (0, -3, 9), (0, -9, 3), (0, -9, -3), (-1, 8, 5), (-1, 5, -8), (-1, -5, 8), (-1, -8, 5), (-3, 0, 9), (-4, 7, 5), (-4, 5, 7), (-4, -5, 7), (-4, -7, 5), (-5, 8, 1), (-5, 8, -1), (-5, 7, 4), (-5, 7, -4), (-5, 1, 8), (-5, -1, 8), (-5, -4, 7), (-5, -7, 4), (-5, -7, -4), (-5, -8, 1), (-5, -8, -1), (-7, 5, 4), (-7, 5, -4), (-7, 4, -5), (-7, -4, 5), (-7, -4, -5), (-7, -5, 4), (-7, -5, -4), (-8, 5, 1), (-8, 5, -1), (-8, 1, 5), (-8, 1, -5), (-8, -1, 5), (-8, -1, -5), (-8, -5, 1), (-8, -5, -1), (-9, 0, 3), (-9, 0, -3), (-9, -3, 0)]",1.0540925533894598
77,94.91481989621963,48.0,"[(9, -3, 1), (9, -3, -1), (3, 9, 1), (3, 9, -1), (3, 1, 9), (3, -1, 9), (3, -9, 1), (3, -9, -1), (1, 3, 9), (1, -3, -9), (-1, 3, 9), (-1, -3, -9), (-3, 9, 1), (-3, 9, -1), (-3, 1, -9), (-3, -1, -9), (-3, -9, 1), (-3, -9, -1), (-9, 3, 1), (-9, 3, -1), (9, 3, 1), (9, 3, -1), (9, 1, 3), (9, 1, -3), (9, -1, 3), (9, -1, -3), (3, 1, -9), (3, -1, -9), (1, 9, 3), (1, 9, -3), (1, 3, -9), (1, -3, 9), (1, -9, 3), (1, -9, -3), (-1, 9, 3), (-1, 9, -3), (-1, 3, -9), (-1, -3, 9), (-1, -9, 3), (-1, -9, -3), (-3, 1, 9), (-3, -1, 9), (-9, 1, 3), (-9, 1, -3), (-9, -1, 3), (-9, -1, -3), (-9, -3, 1), (-9, -3, -1)]",1.0482848367219182
